pos:2975 neg:4313
刷钻	556	7459	1007	968	1632	NULL	5.82422580417041	4.70871275754167	1
pt电子游戏	332	129	72	76	69	0.017386926	1.9500459264754	1.33217904021012	0
宠物医院	1251	388	1713	252	281	NULL	5.67341118454888	4.60449853379443	0
农业卡	141	183	13	1	15	0.078591114	0	0	1
女控	50	251	88	164	66	0.35429501	4.94939759272588	4.04331956064231	1
股票开户投资	59	62	2	2	7	0.004162095	0.693147180559945	0	1
黄秋葵干果批发	51	52	NULL	NULL	NULL	0.014995961	NULL	NULL	1
猎豹交流群	52	11	3	7	NULL	0.16432997	1.74786809746676	1.56071040904141	1
很想放纵	58	249	NULL	NULL	NULL	0.578093944	NULL	NULL	1
小萝莉	203	1212	202	203	317	0.42128571	5.32489254611613	4.02788801508781	0
如何赚钱	190	474	34	47	199	0.400394018	3.09963214224084	2.19722457733622	0
建筑工程款票	181	51	NULL	1	5	0.015610457	0	0	1
鼓浪屿婚纱照	126	NULL	1	NULL	NULL	0.022963383	NULL	NULL	1
边牧	256	470	1133	469	670	0.076585856	4.98759365230924	5.01257009983688	0
ff14	344	1160	1403	1046	684	0.354955241	6.54313221382718	5.40751323573696	0
防冻液加盐	54	NULL	6	NULL	NULL	0.065779107	NULL	NULL	1
九阴真经	239	1642	437	410	400	0.150784465	5.28973103114831	4.06885021708545	0
博彩	77	1056	79	208	205	0.030262967	5.30404558004033	4.73529319532767	1
解套牛股	239	117	348	76	99	0.008724146	4.09853801517375	4.16959731922659	0
1977游戏金币	54	NULL	85	NULL	NULL	0.035478136	NULL	NULL	1
私募基金	4118	578	3320	326	612	NULL	4.80430201261651	4.17773147843626	0
二逼青年	509	2883	212	405	162	NULL	5.07202011187859	3.24248411397818	0
成都贷款	113	271	328	436	204	0.009298305	4.34117278320343	3.63470829014108	1
手机赚钱接单放单	50	54	6	12	NULL	0.029447897	0	0	1
网站制作	472	1657	864	340	1193	NULL	5.13314616384508	4.578176377828	0
迅雷会员	158	330	300	191	380	0.128982669	3.90588129844009	2.71587991079055	0
bc网站搭建┟	52	14	NULL	NULL	NULL	0.13101049	NULL	NULL	1
白户信用卡	167	132	2	10	21	0.024390218	2.09472904752765	1.38629436111989	1
星王合击	198	334	164	184	73	0.195106062	4.12241021815509	3.32162981445068	0
自主创业	187	1740	240	346	789	0.058299193	4.42979332800032	4.72371460210993	0
拉风青年	77	15	34	1	NULL	0.231690976	0	0	1
军官证	63	29	2	1	13	0.063369743	0	0	1
抢红包群	92	4482	178	1242	511	0.152227918	5.81005072577446	4.71170060003818	1
大ت发ت快ت三	184	67	7	NULL	4	NULL	NULL	NULL	1
温州饮水机	60	8	NULL	NULL	NULL	0.042207072	NULL	NULL	1
微信扫雷群	51	108	17	25	11	0.156734174	2.07944154167984	0	1
考研数学	185	370	660	294	232	0.01096437	4.38380116790674	3.64606783416146	0
黑客技术	181	1033	297	281	292	0.025291971	3.95635832998652	3.80972682967734	0
代开建筑业票	64	NULL	NULL	NULL	NULL	0.019305102	NULL	NULL	1
文娱部	152	3304	6	150	58	0.213625033	4.9581071856741	3.71589434529614	1
讴歌nsx	54	NULL	3	NULL	1	0.555711346	NULL	NULL	1
男妓	276	692	11	76	33	0.037018546	4.595979025876	3.00773239040751	1
代办银行卡	333	383	5	3	3	0.018214224	0.693147180559945	0.693147180559945	1
网络兼职	2414	10463	3154	2247	5342	NULL	5.47357842814217	5.13828405127429	0
淘宝刷好评	461	260	65	31	108	NULL	2.81156973265403	1.29729583062582	0
吊塔租赁票	53	NULL	NULL	NULL	NULL	0.098909654	NULL	NULL	1
马会	95	1309	99	282	92	0.11801976	4.85888531478998	3.81665371012531	1
借贷宝借款	133	135	320	72	80	0.037585502	3.18370636218131	2.46112662799977	1
重庆最强大脑	60	NULL	NULL	NULL	NULL	0.227524932	NULL	NULL	1
卡卡	514	8777	98	1085	1483	NULL	6.36935584785327	5.82225099131177	0
网络刷信誉	59	1	14	NULL	3	0.027453169	NULL	NULL	1
建行卡	781	586	13	12	31	NULL	1.56844195401288	0.911017539712563	0
床上用品	209	1029	415	348	880	0.181303119	4.95109462542934	4.10625475025326	0
大盘牛股	199	164	280	110	121	0.005886135	4.08446436312649	3.78848789706871	0
眉女	180	56	NULL	5	6	0.170074796	2.75191596903112	0.955699891112534	1
共进	82	5706	76	151	2135	0.822891639	5.30691835981363	4.41582643215	1
休闲美女	52	111	1	32	14	0.441417758	3.30040022649364	2.56311743424312	1
普华永道	156	28	180	4	6	0.026652406	2.30258509299405	1.6094379124341	1
浙江11选5	226	51	12	4	8	0.031231118	1.38629436111989	0	1
红馆迪拜	68	78	3	3	11	0.047075128	0.693147180559945	0	1
智慧城市	168	699	399	196	298	0.226928721	5.09109370346584	4.33220593269218	0
外汇投	68	97	68	1	77	0.025905105	1.09861228866811	0	1
考博	153	986	398	791	734	0.022870104	4.97227455930691	5.20524189646189	0
劳务票	57	236	9	4	16	0.03882072	1.03972077083992	0.693147180559945	1
nba联赛	507	20	106	6	3	NULL	1.56071040904141	0	1
初升高衔接班	66	100	2	2	5	0.380703611	1.38629436111989	0	1
会计培训	364	2238	881	1254	1160	0.006521982	6.11075707940702	5.43434686519586	0
宝骏510	177	258	191	376	255	0.857654901	4.49898967363925	4.1502061755328	0
雷克萨斯gs	97	3	13	2	2	0.015666727	1.09861228866811	0.693147180559945	1
雷克萨斯gx	96	2	9	2	1	0.026746958	1.09861228866811	0	1
蓝筹股	1718	351	1717	207	271	NULL	4.6240967012946	4.50880386526415	0
股票货汇	83	NULL	NULL	NULL	NULL	0.014340829	NULL	NULL	1
个股解析	202	147	39	2	39	0.014036177	1.38629436111989	0	1
灵异	3637	2798	3178	1936	2409	NULL	6.11017346879973	4.85182688883647	0
实名支付宝	191	194	114	57	148	0.019912878	3.22849656318355	2.01181990306354	0
毛孔粗大	117	169	164	7	92	0.183397975	2.52321095295289	1.6094379124341	1
视频	15617	128372	14178	22974	96233	NULL	7.16327371878214	6.3989470176104	1
初试	55	622	159	112	1047	0.246435562	4.74864646240539	3.91404232889688	1
儿童摄影	215	1452	374	906	674	0.013501345	5.67947337781597	5.24428945831791	0
翻倍	109	2008	136	398	733	0.062895737	5.3452754958149	4.55300001249942	1
