tag	oldtag2count	oldexttag2count	newtag2cout	newtitleexttag2count	newdescexttag2count	classifer	entropy	entropyv2
画手	114	1000	247	344	689	0.164567484	5.54571782530847	4.40016030978637
骨关节炎	114	20	13	3	7	0.050798514	1.94591014905531	1.09861228866811
社保补缴	114	60	218	44	55	0.019815082	3.11039616784367	2.69252232490024
长安大学	114	1572	182	392	414	0.098589184	4.7974261545659	3.77161972782396
韩娱	114	336	161	176	135	0.038908571	5.13290395828314	4.07935499052484
发动机配件	114	171	342	237	319	0.014241019	4.22529688954709	3.84899673556707
打篮球	114	4940	139	396	4090	0.099342208	5.10873365553083	4.27406282310141
esq	114	14	NULL	2	2	0.383173894	1.56071040904141	1.33217904021012
学生组织	114	985	40	34	177	0.692470858	4.09149643394448	2.70805020110221
网上招聘打字员	114	154	31	9	6	0.098588524	0.636514168294813	0
好评返现	114	291	175	34	375	0.28992481	3.30215246226239	2.56494935746154
合乐	114	936	18	44	87	0.136346163	4.3284496091457	3.22353083198302
和平相处	114	12309	145	49	14757	0.60025619	3.89235784279287	2.68594532466979
夜骑	114	794	273	96	290	0.164567484	4.80515674282893	3.75630542484357
战地1	114	186	457	157	144	0.407492767	4.70675357630534	4.02281649663405
奖励	114	14134	172	1385	11350	0.128413623	5.77008391696661	5.00657083934296
动漫控	114	338	180	194	168	0.02262307	5.08276004548375	2.89075738998383
学徒	114	2859	359	728	2776	0.221744793	5.77594130137389	5.35806549020591
景点	114	1761	270	249	1897	0.107918474	5.20487945925565	4.29235118234065
黑马牛股涨停板	114	12	140	3	8	0.005623366	0.693147180559945	0.693147180559945
股票均线多头排列	114	1	142	1	1	0.007560455	0	0
牛市k线实盘解套	114	2	141	NULL	NULL	0.019052328	NULL	NULL
妖股龙头股涨停股	114	18	142	6	1	0.045115611	0.950270539233235	0.693147180559945
美女兼职	114	1016	159	992	355	0.604664517	4.80419822277708	4.73529625111857
热门电影	114	303	342	247	701	0.088403876	3.59357290036766	1.91766541297873
流程再造	113	37	252	2	5	0.083935823	1.6094379124341	0.693147180559945
免杀	113	426	199	167	302	0.164567484	4.30681338064677	2.84872584721107
吉利帝豪	113	358	164	407	351	0.072606438	4.24631528489566	4.15784303663657
奇瑞俱乐部	113	27	1	3	NULL	0.033080379	1.38629436111989	1.38629436111989
微信公众号运营	113	268	140	114	153	0.099709477	2.60333120053422	2.72555039583172
吃货们	113	4792	50	414	2299	0.431669192	4.75088872289288	4.32149115889028
2b青年欢乐多	146	2410	59	207	52	0.636128404	3.40168458552366	0
专插本	113	530	412	468	739	0.164567484	4.39619892317021	3.79204225700083
妹妹交友妹子	113	NULL	NULL	NULL	NULL	0.879451042	NULL	NULL
墙绘	113	957	419	791	809	0.051195361	5.18104182548966	4.89333112905916
高考咨询	113	646	109	215	144	0.048919288	4.67832915269637	4.29398555308703
宝宝树	113	541	166	259	184	0.164567484	4.5661411517271	3.71283319464515
天猫美工	113	146	460	35	135	0.092413316	3.55626874029949	3.19640698207062
赶集网	113	1793	404	497	630	0.132284133	4.66537834322793	4.5954100861567
螺蛳粉批发	113	138	11	33	31	0.067916195	2.36048681333291	0
逗逗	113	5834	40	749	641	0.222225735	5.83517321985328	5.04447390177831
成语接龙	113	1966	239	512	526	0.10561367	4.96405386592684	4.13740542887529
吉林市	113	4392	334	3302	1796	0.044324491	6.59508928408209	6.5318026555124
军长	113	416	88	44	113	0.321073039	4.33455872590677	3.07772869740085
玉足	113	360	160	173	139	0.190458055	4.19059149881974	2.87039019021393
家居建材	113	962	227	544	521	0.010436044	5.29612684581951	4.88975921910528
济南市	113	7809	222	722	1437	0.059047694	6.14077240673938	5.70796912733642
福清	113	3971	226	1671	842	0.039516002	6.57936438901025	6.28550650296716
美国亚马逊	113	148	347	187	307	0.019234064	4.20223553258378	3.40044096830658
摇钱树	113	747	120	268	226	0.091982371	5.12478293729699	4.46317225384253
学习机	113	626	53	76	136	0.027281484	4.38027491399331	3.45910756002185
淘宝童装童鞋	113	69	3	2	2	0.007432198	1.38629436111989	0
当当	113	4421	89	467	638	0.26689337	5.09812608444827	4.41073611902793
并购重组	113	239	241	30	147	0.03770549	3.55618903881244	2.73952766568536
奇骏	113	326	140	323	309	0.021491798	4.93725366523049	4.13630300994103
原油现货	113	474	85	119	195	0.007373039	3.68166629956502	3.18863795574711
影院	113	4438	281	3381	2283	0.084388979	6.33191499480447	5.22815821529377
华中师范大学	113	1749	257	209	592	0.039277652	3.98010105405876	2.65641701209066
杰迷	113	1003	372	190	900	0.164567484	5.09679393047044	3.79972402197485
网络定位找人	113	NULL	NULL	NULL	NULL	0.205961535	NULL	NULL
接柜审核	113	NULL	105	NULL	NULL	0.163409427	NULL	NULL
旅游指南	113	138	9	26	36	0.036704823	3.30741996375981	2.24297322643815
二源	113	435	162	75	132	0.736544083	4.50997628113777	2.94621583391804
波浪	113	1176	199	268	431	0.058364254	5.39576207039098	4.14375822912935
广东11选5合买	113	90	7	1	NULL	0.078042381	0.693147180559945	0
摔跤	113	1082	257	384	591	0.043636579	5.65433291950967	4.37990136621391
婴儿用品	113	401	168	51	165	0.057811407	4.02170296500394	3.1399868732452
经济师考试	113	222	103	146	121	0.015608346	3.48236953565807	3.74485222764584
精英团队	113	6508	71	1618	961	0.203882585	6.93737384295275	5.97277078806206
炒股技术	113	599	225	117	829	0.012402701	4.11209012522518	4.27558574871124
奥迪a5	113	41	29	19	19	0.012965826	3.27557149791007	2.57962467360857
跨一	113	1640	536	2426	974	0.324829872	5.88522238924087	4.01474929515566
黑号	113	971	409	951	832	0.284031034	5.27760035991719	4.09445772025736
真人表演	113	101	25	19	21	0.086746017	3.22103253277618	1.32966134885476
职称评审	113	1033	316	638	556	0.075423447	4.78176953598194	4.60611220274913
外汇开户	113	140	132	65	118	0.005368137	3.99533013206911	2.95380140778001
成都贷款	113	271	328	436	204	0.009298305	4.34117278320343	3.63470829014108
互怼	113	3039	227	457	1238	0.164567484	5.20159910888448	4.89287180607715
医学考研	113	555	319	475	273	0.013446654	4.34460499287208	4.64892844013442
超级马夫罗	113	57	166	63	42	0.220862369	2.95303753033263	1.73286795139986
足彩分析	113	516	27	115	210	0.011776617	3.05881654951056	2.90964217849385
池州	113	3773	222	2005	1455	0.050139388	6.36340142252011	6.33631980720567
花呗取现	113	85	26	13	15	0.036939367	2.35167330190463	1.74786809746676
手机互联网赚钱	113	3	7	8	1	0.023192075	1.6681739719974	0
歌厅	113	415	77	164	177	0.076290893	5.00514398648534	3.68738517570624
t-ara	168	471	379	284	296	0.383173894	5.10504546958385	3.3443636581809
洛奇	113	874	320	343	291	0.069379724	5.87216001836435	4.92637081520594
雅阁车友会	113	244	30	227	62	0.050831952	4.88430007771989	4.69777178813362
足球滚球交流	113	119	1	222	5	0.013735827	3.38749982326282	5.14312088127063
仓库	113	13770	219	6458	2317	0.167956592	5.25520138241608	5.42881154122155
猎豹车友会	113	218	6	10	7	0.021777086	2.20082764903455	2.19722457733622
ur-v	113	4	13	9	5	0.383173894	2.91317250839448	2.41334063977977
音乐群	113	8497	235	5296	2750	0.300608584	6.88453021652245	6.11200386263166
中短线庄股macd	113	3	141	NULL	NULL	0.20928824	NULL	NULL
小盘股短线波段	113	1	140	1	1	0.012452365	0	0
cྉoྉs	113	54	17	22	14	NULL	1.36108682824478	1.27703425946614
创意设计	112	1004	228	222	296	0.019102649	5.28780367855939	4.28131415174386
六閤綵	112	51	5	3	1	0.152042985	0	0
随行付	112	395	239	271	288	0.164567484	4.65476458709005	3.95545716717696
网上赚钱找工作	112	5	84	12	18	0.179822257	1.6094379124341	0.693147180559945
soho	159	2526	427	807	895	0.100772936	5.22682628100925	4.0915116944956
夜风流	112	456	NULL	8	1	0.621054325	2.24595208072891	0.693147180559945
盼望着	112	188	NULL	7	72	0.634801983	2.14395220064387	0
食品安全	112	1873	205	828	725	0.119037511	5.48842832341161	4.82482523881607
淘宝远程刷单	112	421	133	178	100	0.081466132	4.47555872783424	3.1113778367796
威尼斯人娱乐城	112	245	4	27	36	0.031972501	1.56071040904141	0
声卡	112	1295	285	807	1314	0.056024194	5.037976791041	4.01880626061362
感动	112	14310	125	669	6217	0.594013401	5.90701032130878	4.63581941546138
豆瓣	112	1365	340	755	898	0.14485323	5.68540320419697	4.81789274470298
牙齿贴面	112	21	7	1	3	0.098125128	0.693147180559945	0
秘书	112	19617	147	887	736	0.279327773	5.91472535814469	4.95743356455137
货源信息	112	235	609	83	537	0.094964931	4.14240904888132	3.80668304063727
克隆	112	5621	202	1205	1666	0.073246963	4.36691313545511	4.94823441171391
剑侠世界	112	1413	200	450	253	0.088921233	4.99669204785035	4.27390895923554
抽风	112	4410	89	213	2988	0.297529334	5.18304845450347	4.19108475188659
美女直播	112	856	188	230	934	0.276525798	4.42710859045014	3.05469261270901
恋吧	112	187	449	38	14	0.362998813	4.20469755342929	2.54003630382098
早教机	112	182	61	22	45	0.164567484	3.48391713375727	2.68201605429191
摩立特	112	NULL	121	NULL	NULL	0.065965806	NULL	NULL
天南地北	112	9962	126	2435	4592	0.422006586	5.75556895182417	4.9205819768222
手语	112	3193	100	391	330	0.093188735	5.46183340998817	4.49978072864487
帅逼	112	4393	67	387	192	0.403957187	5.08705204873711	3.88208470349602
五金机械票	112	NULL	NULL	NULL	NULL	0.030122556	NULL	NULL
warframe	181	416	838	665	456	0.383173894	5.73662127394158	4.12015689464719
创业指导	112	575	142	108	178	0.102023953	4.44319303534679	3.7000990232372
壁画	112	985	437	792	1059	0.031915614	5.06837559546254	4.10736153416904
比特	112	4661	594	2847	2315	0.237192537	5.61480990763285	5.24233341847283
微视	112	1227	376	991	1072	0.228626366	5.12261851504858	3.78458407288295
抚州	112	4112	224	2389	1669	0.086016125	6.48623323707756	6.31940117570022
西乡	112	2917	364	1832	1121	0.179769807	5.99258157770555	5.29435544631552
2次元	112	413	297	146	352	0.445855455	5.04317280427796	3.56399798581314
人余情未了	112	NULL	NULL	NULL	NULL	0.602907929	NULL	NULL
蔷薇少女	112	655	90	123	87	0.13739327	4.39821119854828	3.08047630699615
音频	112	2848	261	1197	1743	0.114423146	6.3451177175264	5.40640425752481
江苏一区	112	772	210	267	438	0.225226206	4.44695072325074	2.88387720009434
口琴	112	1024	319	694	882	0.067293458	5.67294987819974	5.17973473461362
民间高手	112	724	98	60	1434	0.110496073	4.26840326568821	3.64933688283918
狮子	112	6022	201	862	1067	0.036942146	6.31155532629717	5.53627389755873
利空	112	140	67	3	28	0.033594307	2.07944154167984	0.693147180559945
sql	186	804	530	250	514	0.16556407	4.79146870531228	4.08016470942968
美食分享	112	862	253	380	535	0.121954137	4.47822064365289	4.63347611463286
服装厂	112	1526	454	993	1352	0.181740971	5.76508747667376	5.04428561922172
建议	112	22632	127	493	20191	0.332940985	5.70659087523567	5.32722935338809
效率	112	6824	161	391	3634	0.243678348	5.87936398027927	4.6808081080677
宅男福利	112	1010	105	406	175	0.047340263	3.49829284569274	3.25065491963557
河南大学	112	1774	156	364	436	0.054100322	5.10728609846736	4.47461673734919
造梦西游4	112	1041	313	456	335	0.272058158	4.34602877691967	3.41275578105584
有病	112	5317	56	383	811	0.164567484	4.80102371138506	4.0346955197294
海尔	112	4574	234	1138	1189	0.042831619	6.15867048763561	5.26854249254764
高考加油	112	1941	94	265	521	0.119955483	4.64455657503319	3.5006294236892
菲亚特	112	473	125	272	325	0.032175817	4.90449826933468	4.34229009643137
咨询费票培训票	112	NULL	NULL	NULL	NULL	0.034232981	NULL	NULL
工资	112	17208	260	3099	10665	0.075508051	6.32940604608889	5.42823480592444
微信老号	112	212	94	65	83	0.554559672	3.72912441369596	2.88660989410095
广州招聘	112	217	421	356	394	0.016318748	4.12499844379582	3.07306421513442
鞋业	112	6318	451	5616	2895	0.026469144	6.06259421986103	5.07277803326872
企业qq	121	1248	156	254	595	0.072947979	4.74283954961506	3.92041634875534
鹿晗粉丝	112	2081	217	975	1214	0.190180273	4.26943307861328	2.71433305098921
红石	112	1890	212	315	734	0.025479318	4.79054661409951	3.35570189364646
蜥蜴	112	521	380	136	233	0.065479403	5.06671856846638	4.03591815535661
重庆兼职	112	652	437	986	384	0.031683555	4.16674244962496	3.64258840599623
开关	112	2067	254	967	2202	0.101541054	5.62944528669581	4.73194412986106
股票趋势放量拉升	112	2	141	4	2	0.009789526	0	0
震荡盘整趋势	112	4	141	2	2	0.044449143	0	0
熊市追涨拉升个股	112	NULL	141	NULL	NULL	0.007208377	NULL	NULL
基金成交量均线	112	NULL	140	NULL	NULL	0.009287237	NULL	NULL
新股民高抛低吸	112	3	141	1	NULL	0.065636254	0.693147180559945	0
潜力股中短趋势线	112	5	141	4	5	0.086884199	1.03972077083992	0
短线妖股次新股	112	NULL	141	NULL	2	0.00644135	NULL	NULL
雪地靴	111	305	409	158	245	0.022241442	4.2880125445745	3.33476218289702
美女按摩	111	80	1	2	NULL	0.032804919	1.09861228866811	1.09861228866811
聚合支付	111	181	292	158	165	0.068796955	4.37945616037647	3.34384897683721
莒南	111	2379	196	2038	1051	0.042484846	6.09971451307509	5.36475300340186
绅宝d50	114	86	49	90	57	0.234273781	4.00758432439074	3.64619008283083
什么鬼	111	4244	69	336	631	0.635531707	4.83774546554212	3.90227791272865
时时彩团队计划群	111	5	220	3	NULL	0.345926418	0	0
陆金所	111	177	306	132	181	0.164567484	4.27406789974047	3.53455617292846
软件开发交流	111	381	37	235	188	0.044137472	3.85770453001845	4.20197453771212
御宅	111	640	324	410	242	0.164567484	5.73932430852606	4.35172040679649
装修咨询	111	1009	300	446	914	0.034169566	4.96831307482951	5.04340508227204
文科班	111	3477	24	283	166	0.17691524	5.27877414041086	4.17792277406628
宫女	111	1144	85	37	509	0.224513682	4.42085741073544	2.62504815873254
福音	111	3028	223	987	1695	0.260390929	5.87567117731797	5.07949160443044
外交部	111	1214	66	419	158	0.268379986	6.30775404546908	4.7899747934548
硅胶娃娃	111	89	127	27	47	0.057982716	2.44567583307004	2.00695489221077
盆腔炎	111	142	105	35	91	0.052527805	3.81834770422831	3.04260873214012
小屁孩	111	9416	51	721	401	0.254683487	5.46847524662136	4.63418933545601
蓝筹	111	199	121	92	119	0.01721701	4.51562022771882	3.95755453892899
探界者	111	90	66	133	130	0.164567484	4.12261013623577	3.79001957589575
特价房	111	105	53	19	70	0.164567484	3.49050118557312	3.12029156530128
淘宝省钱购物	111	380	386	705	415	0.01161542	4.11186685370583	2.58230634431397
t恤	130	1442	262	503	1283	0.039076025	5.30229411022597	4.25577014887295
优惠折扣	111	716	72	309	260	0.025845011	4.22763080056877	3.71470523392637
高额佣金	111	39	88	7	51	0.05445262	1.97920451743432	1.5498260458782
西班牙	111	1454	210	341	646	0.053834862	5.38832803677918	4.54162220124092
重庆时时彩计划	111	277	17	60	61	0.029463898	0	0
休闲旅游	111	1078	370	748	990	0.15191934	5.18231797892609	5.25181090523215
大学生旅游	111	336	82	331	232	0.057723387	4.51279694988501	4.42193131967937
多囊卵巢综合症	111	71	60	30	52	0.043704505	2.25263854254227	1.94591014905531
旅游摄影	111	543	263	468	489	0.013990719	5.32551390880266	5.07707512961258
代孕	111	404	25	17	57	0.101196936	3.35171364768237	2.59923434952148
手机打字赚钱	111	113	11	8	5	0.026364586	1.6094379124341	0
都比	111	2615	77	104	467	0.747859805	4.93434486227773	3.42345235243097
投融资	111	1321	223	1184	792	0.026108465	5.02470584390663	4.33821791777362
敦煌	111	2047	383	1098	957	0.03752672	6.30269040522742	5.76615620571982
布丁	111	7252	188	1161	857	0.064027694	6.18234537956431	5.51194181406863
农副产品	111	790	339	551	1100	0.041399404	5.03263496679634	4.52002111506218
赚钱计划	111	354	217	288	44	0.068308637	4.15378450413608	3.01494688017959
rav4荣放	111	16	14	38	16	0.334525423	3.6359543108187	3.1959752237108
国产品牌手机	111	33	603	14	35	0.013036858	2.46657714360494	1.38629436111989
爱好交流	111	3476	251	2977	1959	0.676635401	5.64664570610933	6.31652138409912
大天使之剑	111	1667	195	345	164	0.065483091	4.71006986545989	3.45378134817477
麻豆	111	572	270	236	450	0.08219723	5.13057688323292	4.106961616765
色小视頻	111	37	NULL	1	NULL	0.212128986	0	0
玩红包	111	5171	159	358	3131	0.149854939	5.03337006262105	3.64706426758143
交流技术	111	6040	256	337	10824	0.041685993	5.40822486417521	5.53406389418249
大码男装	111	103	33	29	32	0.071477839	4.23264491989996	3.19314839481026
吉他弹唱	111	248	318	161	219	0.02299392	4.568923637167	4.1650246127125
学生赚钱	111	184	222	166	180	0.141681989	3.65531726451943	2.89138721030411
美利达	111	574	396	712	545	0.050461632	5.47079818718198	4.24244932610414
微变传奇	111	75	211	39	17	0.138158593	3.39519550727953	2.75110228938637
临工	111	1524	605	2008	2376	0.055358385	5.3334552510661	4.23596001617944
腾讯认证	111	539	182	156	265	0.029679019	4.8884755243275	3.93743980682414
eos	146	469	670	561	732	0.063488713	5.23049908646699	3.9565856647341
新媒体营销	111	227	186	79	173	0.081353085	3.50556239057512	3.04058999905607
运气王	111	7747	147	372	2874	0.24366694	4.72318729243113	2.53103147703314
李逵劈鱼	111	112	84	6	79	0.120769337	2.07944154167984	1.38629436111989
网银	111	1584	81	182	607	0.033998901	5.12963614948457	4.16521797299576
广告联盟	111	1071	272	1579	436	0.13292936	6.14741452580934	5.73640777681654
终结者	111	5185	321	1147	681	0.108574801	5.92474397209461	4.87666548477663
美甲师	111	274	201	110	391	0.014818844	4.07325897080023	3.79715741224554
昌平	111	3358	295	1453	778	0.112959983	6.10428023963272	5.30730591067724
公租房	111	940	517	946	918	0.164567484	5.53672370519157	4.57119089681029
玩家群	111	9717	208	8112	3364	0.19849065	7.61886152782427	6.52745372860605
中医药	111	9551	210	1415	1321	0.040257269	6.10513101811388	5.55701325045068
大成	111	5038	252	1129	709	0.12979874	6.25112557525615	5.9784840579954
梦幻手游	111	757	153	324	93	0.128468814	4.93316067249636	4.08381213943724
英短	111	176	483	282	208	0.164567484	4.50891410113006	3.77781392239051
新能源汽车	111	769	370	463	561	0.024531252	5.15989418883204	4.84734471509287
反传销	111	348	414	552	957	0.164567484	4.76463377621412	4.27324956421805
卡盟金融	111	13	344	2	1	0.023991182	1.79175946922805	1.09861228866811
盾卡	111	229	141	89	81	0.164567484	2.90140340789068	2.04319187054512
communication	128	1144	79	228	262	0.105303244	4.46613740568019	2.24596854120745
啪啪	111	155	1	17	7	0.700673914	1.97953629884734	0.693147180559945
tfboys粉丝群	221	7723	369	6904	2700	0.258871107	3.9311134515791	3.8810113378609
aa云盘	111	117	7	NULL	7	0.372936458	NULL	NULL
嗨翻天	111	3598	126	1165	717	0.713376756	6.04104859889472	5.32869305734383
合婚	111	229	146	62	224	0.126008034	3.62679392271192	2.75539059359783
股民票交流	111	NULL	NULL	NULL	NULL	0.037036308	NULL	NULL
吸顶灯	111	372	376	234	942	0.007366308	4.26424662472459	3.27410668803102
纸巾	111	1600	199	929	1504	0.037604537	5.55822766605683	4.66579084983947
东南汽车	111	188	68	71	94	0.033642554	4.14058409756216	3.65560938243391
a片	113	172	12	4	17	0.164567484	1.41848366194566	0
招新	111	12395	79	551	1213	0.170699188	6.20375171974819	5.39476906789409
好好学习群	111	499	8	68	49	0.733186011	3.96924478372705	2.16395565688206
创造与魔法	111	2874	489	2380	1062	0.281135281	5.21544607560666	4.51615385822665
自行车求购	111	NULL	188	NULL	NULL	0.021352058	NULL	NULL
名爵	111	993	131	595	387	0.043568687	5.43502155891984	4.64008645640943
中签	111	662	34	61	197	0.14135759	4.07967489335129	3.51360200660488
祖国的花朵	110	5675	72	956	549	0.351089069	3.51150002857637	2.97850842052724
瘦腿	110	349	92	51	145	0.043285685	4.13466289832438	3.09075665523533
包容	110	7476	110	196	5411	0.598749312	5.12923176694138	3.67923239397636
韩国留学	110	393	147	93	166	0.018449349	4.13461955063275	3.48483496670045
支付宝营销软件	110	13	49	4	10	0.005188401	0.636514168294813	0.636514168294813
微信换群	110	301	361	548	421	0.297512487	4.2915908237264	3.11160213448663
金属材料票	110	15	NULL	NULL	NULL	0.016229074	NULL	NULL
大圆银泰	110	171	218	44	35	0.129808441	3.27666662644764	2.42962548607286
软件营销	110	65	31	25	20	0.011061655	3.55500181821233	2.68594532466979
微商营销软件	110	37	32	6	8	0.008335839	1.56071040904141	0
真理	110	3883	216	456	1815	0.179685499	5.99565433523892	4.42580948170884
mmd	153	555	590	365	390	0.383173894	5.54483509183811	4.74426370976362
蔡依林	110	788	179	191	216	0.04696986	4.80069246519311	3.21695626976564
辣条	110	8376	154	1703	759	0.164567484	5.94894988812473	5.09388649546616
游戏。	110	8556	169	206	8877	0.374889407	4.68803071923215	4.4008430437364
手机交流	110	2173	293	1977	906	0.176930571	5.10426486278481	5.33473596776902
胡冰卿	110	403	178	208	224	0.164567484	4.27547090291088	2.7491954546361
85合击	110	94	17	8	5	0.256547737	2.857102837442	1.6094379124341
技术群	110	12753	226	9118	2986	0.261125294	8.23541690640326	7.16595181811925
cpu	143	991	526	449	1075	0.146961182	5.50311056360997	4.34049800759918
黄花梨	110	244	303	132	304	0.040679183	4.14085209730411	3.34451067561028
石狮	110	3272	346	2627	1305	0.035590034	5.96433944707183	5.07544461722979
勿忘我	110	6513	55	675	265	0.078845353	5.50818438038869	4.36383863475897
想说就说	110	4598	51	203	1093	0.876574836	4.63704543434814	2.73011396304093
黄金t d	NULL	NULL	NULL	NULL	NULL	0.109563172	NULL	NULL
长线是金	110	121	101	55	74	0.036045605	3.51781772030755	2.78987926138889
傻缺	110	1291	28	69	72	0.164567484	4.72830396490041	2.36060911398924
卡商	110	1038	499	1179	1188	0.164567484	5.04923218291552	4.39605980569244
财会	110	11771	299	2131	1393	0.043266432	6.16088200214179	5.80942049468366
宝妈微商	110	351	82	234	194	0.13622574	3.39795551411394	3.78542823262325
合资	110	2953	65	322	541	0.195539489	5.19129474726505	4.16566335073025
彩票计划	110	335	59	77	54	0.032042475	2.92450437684926	2.42601513195981
c/c	1	745	NULL	21	18	0.57240419	3.03324712898373	1.81433806756859
益智	110	1219	207	248	557	0.036406582	5.49329508702187	4.07255921667844
兰州大学	110	1465	158	341	481	0.048116066	4.95241690351384	4.10591983444445
绩优股	110	71	130	18	56	0.010187813	3.51983253940578	2.88616517819943
洗盘	110	43	49	17	50	0.027559007	3.01294168009553	2.0590443660091
腰间盘突出	110	545	230	189	446	0.093088651	3.6962141407788	2.90528446645003
土豪红包群	110	2975	140	1829	261	0.337477781	4.87530488545565	4.1606930452195
解套次新股	110	NULL	102	NULL	NULL	0.003656353	NULL	NULL
新股股	110	8	NULL	NULL	1	0.015953122	NULL	NULL
虐恋	110	631	205	345	158	0.040420575	5.43133158212228	4.82661634202654
力狮	110	42	16	5	15	0.034196186	2.61563057702755	1.74786809746676
小黄人	110	4906	105	668	240	0.164567484	5.67115310369905	4.88151578123282
上课	110	18611	147	1128	5754	0.41550028	6.1792598493809	5.62317988735299
虚拟化	110	265	258	116	251	0.108315571	4.5638508662624	3.31830547221794
宅基腐	110	185	247	87	83	0.164567484	4.61449123367716	2.91903896000739
上海求职	110	172	278	281	163	0.010694373	3.87881180520053	2.41078146045033
绿化苗木	110	1015	466	1730	1326	0.034595845	5.00039838098942	4.82714315261371
初级经济师	110	34	94	42	51	0.051780214	3.36157805121959	2.25792722729181
快乐分享	110	2615	164	432	1176	0.555242022	4.75339584803747	4.37305550888794
电视台	110	5731	138	947	1522	0.185934734	6.28884193741182	5.05786931693966
六龙争霸	110	553	155	190	139	0.178159609	4.75007730354649	2.97903138536193
益盟软件	110	60	23	11	20	0.027014478	2.4743290964518	1.79175946922805
营改增	110	1082	231	526	249	0.164567484	5.02984206251209	4.74970667898517
熊猴	110	557	410	1084	531	0.013576038	5.85191468550623	5.23268225000993
时时彩注册	110	80	15	4	29	0.059562748	1.38629436111989	0
限时抢购	110	507	191	160	477	0.037177669	4.3086933237524	3.67861376751397
艾小九	110	5	2	NULL	NULL	0.065965806	NULL	NULL
恒彩88	110	14	146	12	5	0.653267699	1.5498260458782	0.636514168294813
罕见病	110	134	100	18	69	0.049592518	3.64975894712825	2.34393298130802
手机app	157	1238	456	505	1810	0.038473286	5.15763085565599	4.30350203531191
早恋	110	1292	154	252	282	0.182007311	4.93119390970175	3.76179348493983
卡车	110	2222	376	1694	1593	0.06300441	5.62547544887484	4.84479287317021
现货投资技术学习	110	1	4	NULL	NULL	0.006078389	NULL	NULL
自嗨	110	2341	86	416	265	0.770035129	5.22904755832453	4.72088169040216
企鹅	110	12369	190	3694	2306	0.090142597	6.67309748831807	5.00394013151349
攀枝花	110	4619	304	2885	1883	0.048598231	6.69304006928006	6.47347487084093
自恋	110	4382	83	282	472	0.169012092	5.62101430647188	4.29391904409968
百色	110	6407	311	2353	1310	0.081338615	6.51472326603645	6.29855287143364
墨西哥蓝珀	110	13	207	2	5	0.050794586	0	0
建仓	110	2720	110	289	418	0.049389182	4.93522802707405	3.95388845244335
招待费票会议票	110	NULL	NULL	NULL	NULL	0.199299425	NULL	NULL
旅行社票差旅票	110	NULL	NULL	NULL	NULL	0.031455227	NULL	NULL
领航者金融一体机	110	NULL	372	1	NULL	0.00534913	0	0
爱美丽	110	3443	99	796	607	0.04712606	4.61185784380495	3.06276193235465
缅甸翡翠	110	212	152	171	165	0.02593765	3.87215240550705	2.9487620798196
仿音	110	670	279	592	380	0.164567484	5.14482354647617	4.3778861792425
白马股	110	66	102	24	45	0.025634471	3.82251124494285	3.1352651118912
宋智孝	110	157	174	69	62	0.065420487	4.45227860860108	2.83893238879556
猎豹俱乐部	110	39	3	3	NULL	0.04898941	0.693147180559945	0.693147180559945
龙珠直播	110	617	319	214	462	0.05377476	4.99133073930879	3.48470335304251
诚信交易	110	2226	260	402	3069	0.115702821	5.28103546783802	5.11801456611294
茶余饭后	110	4229	267	1306	2660	0.235005707	5.38067584627539	5.0866785797878
竞价营销	110	15	4	13	50	0.012831483	3.16939431354298	2.52321095295289
风控	109	2294	135	259	563	0.127023705	5.46331209177718	4.77531662009954
暗杀教室	109	157	266	57	61	0.297561346	3.94413301869379	2.30565733829864
禁黄	109	14053	208	123	10124	0.380605987	4.98158621651463	4.01604526196032
撒比	109	2599	36	121	153	0.532185754	5.10038080478181	3.31941930195209
普票	109	263	46	56	54	0.011028035	4.01782136814757	3.43330566286214
带妹	109	2365	382	555	1291	0.766342588	4.77455191300963	3.47682623338457
注塑	109	2140	492	2304	2861	0.019392265	5.59301544810802	4.83943765207704
趣味	109	7349	158	979	1641	0.091804652	6.27214856067368	5.40880317280617
懵懂	109	14388	45	1134	938	0.565984053	5.30200222913652	3.98622749453195
广点通	109	337	333	144	418	0.164567484	4.04300887024698	2.97903079906895
银屑病	109	290	178	172	277	0.038018794	4.2348835782323	3.40302556162555
南海	109	7656	282	1939	1372	0.029575334	6.68694686894955	5.79943766659296
可爱清纯	109	24	NULL	NULL	3	0.364034121	NULL	NULL
螺蛳	109	214	17	172	128	0.188958219	3.96273644480585	3.75049989413695
成都美女	109	402	160	116	148	0.062959119	3.62742242913574	2.60248558222163
五金工具	109	490	423	557	700	0.030611518	4.94522319652085	4.43009498049709
快手直播	109	1173	197	712	802	0.104307899	4.89557124530329	3.82090151202254
健康交流	109	2774	197	1232	1541	0.235550169	5.05359967813795	5.36776824896466
高管	109	12444	129	971	1223	0.036539645	6.41348334399169	5.54045353204753
电子元器件	109	553	460	616	806	0.01167203	4.22399961825585	3.32333427557556
开增值票	109	72	6	6	8	0.060899304	0	0
霹雳	109	6899	339	1096	755	0.077201541	6.46156463393345	5.1424483238667
小天使	109	12996	102	1486	1816	0.246972051	5.9489956744207	5.12563067661253
奔驰gle	109	58	22	20	10	0.048952203	3.28557287914312	2.75418361871934
悲伤	109	43970	90	4490	5903	0.755973071	6.16498518458809	4.4275241779181
