tag	oldtag2count	oldexttag2count	newtag2cout	newtitleexttag2count	newdescexttag2count	classifer	entropy	entropyv2
食品餐饮	5137	28	3927	16	16	NULL	3.02373347945893	2.04319187054512
田径	5127	3378	2437	942	467	NULL	6.07481347909347	4.99453115127335
模拟考	5105	185	2022	33	31	NULL	4.01373700779524	2.58745920529348
梦想	5104	195598	5049	26585	54048	NULL	7.08464391799156	6.6705928352152
喜剧	5087	2184	2434	300	467	NULL	4.82097104090732	4.63783376190486
java	7605	11604	11883	4905	6134	NULL	5.96162218872616	5.3341284152705
排球	5051	13260	2480	2801	2454	NULL	6.44393577211086	6.13657185043596
11选5	5039	5712	1034	436	1306	NULL	4.65127635166126	3.83459641541757
山地	5032	1698	4176	404	869	NULL	5.8340373414225	4.71721305848716
造价	5001	15937	10235	9107	6539	NULL	6.19146995972721	5.61037434345323
朋克	4990	474	2254	106	142	NULL	4.83108100632041	3.83828290552677
瑜伽	4971	10239	4498	4282	5752	NULL	6.48120012785815	5.32452796898276
重庆时时彩计划	4956	2996	595	313	429	NULL	2.39109306018601	1.20482365760617
护肤	4954	20064	5859	4079	6440	NULL	6.26307096714479	5.30802287772721
材料	4944	40158	9201	9028	19868	NULL	7.1107440618865	6.27366956124591
贵金属	4934	7190	6576	2233	4808	NULL	5.4271040788454	4.858943167932
红包群	4932	151709	6979	39598	13648	NULL	7.23218445828027	6.70976479492037
王菲	4905	1195	1739	255	305	NULL	4.79280906233697	3.62097815937541
语c	6567	13206	10583	8189	7797	NULL	6.4273401329795	5.25099979779694
百合	4867	18449	6259	4102	4538	NULL	6.92370358492539	6.19982391723935
证券	4859	14658	7298	4581	5074	NULL	6.43327771024054	5.80464586481414
心理学	4853	7905	3812	1762	2883	NULL	6.20322814192782	5.63562038804282
女性	4851	24253	3900	2401	12108	NULL	6.23881261526072	5.87618021756885
人民币	4842	5125	407	404	1891	NULL	5.30846836460168	3.89828681114603
搜索	4805	12852	5222	2058	15442	NULL	6.42210635301889	5.0775286201302
国学	4799	9327	5477	4984	4233	NULL	6.77118281040345	3.94334329827071
特价	4787	43088	7279	9176	25943	NULL	6.29618037607909	5.44610590067806
香港	4782	21157	3845	7227	11391	NULL	7.2804203458438	6.45004060228088
散文	4770	1065	3080	246	865	NULL	5.22291958450929	4.10455345363924
礼包	4768	13610	5382	1580	7069	NULL	5.85490240417701	5.15724973574516
股市	4752	20264	7005	5101	11199	NULL	6.77466212226092	5.91373710123333
体操	4740	1934	2099	149	210	NULL	5.24344364606323	4.00362742899922
qq飞车	5450	65276	12182	13725	11810	NULL	6.10264220883265	5.55970989298821
补习班	4722	9603	1738	1067	396	NULL	6.39172393221916	4.97463271988459
股票解套	4712	1268	7100	557	1266	NULL	4.67130268713174	5.31020033851136
鹿晗	4703	38537	9062	11113	19918	NULL	6.02829236418129	4.42707660330083
绝地求生	4699	315197	17085	18793	26908	NULL	5.83666911851316	4.63970814428331
证券研究	4698	71	3181	11	10	NULL	2.84195121939032	1.6094379124341
彩票	4694	20696	5274	5140	10823	NULL	6.60829279200327	5.82581207459672
风景	4691	25918	4703	2504	9642	NULL	6.31043760543863	5.53366128720429
怀孕	4685	6610	6372	981	7827	NULL	5.22990516355511	4.01452700963425
微软	4647	2277	5284	586	1503	NULL	5.73329794089345	5.00573403167812
养生	4636	28739	9311	14698	15817	NULL	6.91015835068986	6.15111062622837
温泉	4634	5635	3684	1827	1796	NULL	6.5691941515142	5.46513728947161
赵丽颖	4602	24754	12275	10488	20114	NULL	5.53074876886572	4.05752778111696
投资银行	4600	267	4000	22	54	NULL	3.77391732373606	2.81335540450062
美女视讯体育投注	4586	NULL	5353	NULL	NULL	NULL	NULL	NULL
单反	4578	1364	5662	643	1165	NULL	4.98379447074906	4.04781804603947
生肖	4573	1240	1611	403	466	NULL	5.44372671913104	4.34046201227068
cf	8296	201811	14298	34597	25573	NULL	6.79168902453965	5.77440000386149
电气	4565	34302	8811	8020	5649	NULL	6.62312259889539	5.88995898702182
新手炒股	4545	277	5941	181	369	NULL	3.79470871422266	4.50085072169682
汽车用品	4539	3646	5288	3256	2692	NULL	5.75187486055855	4.99865056158752
海滨	4538	2919	3091	600	488	NULL	6.0255673543686	5.36875523533173
舞蹈	4525	52678	6306	8625	13530	NULL	7.02984178837923	6.13023968554927
新番	4521	763	6203	260	1262	NULL	5.0631785669105	3.04465280002045
网购	4520	22221	7111	8077	11638	NULL	5.49187639209876	4.50375508143691
妈妈	4519	84156	8096	10432	30218	NULL	6.82913487576517	5.87541642414668
省钱	4511	27414	8348	26494	16930	NULL	5.58223495539162	3.75272191377522
赛车	4502	13268	3370	1630	1511	NULL	6.12321759905778	5.43370545856941
macd	4836	1736	5662	442	1995	NULL	5.19454963046791	4.83831751244211
绘画	4493	14106	11672	6781	11678	NULL	6.72448237294675	5.62979528688745
品牌维护	4486	48	5825	14	25	NULL	3.01407728057137	1.90615474653985
小户型	4479	180	5472	32	94	NULL	4.06290316822151	3.10649690464602
王俊凯	4478	25664	11811	12464	14442	NULL	5.09214908672267	3.08513428450083
竞猜	4441	5503	2245	1006	2514	NULL	5.48347870639469	4.8824592337739
公关	4426	7061	5219	1890	1940	NULL	5.44604308646946	4.34033942772111
google	4510	1308	4689	408	682	NULL	5.38617509337423	4.28562286597045
压力调节	4419	4	2438	1	NULL	NULL	0.693147180559945	0
跳水	4371	249	1715	27	53	NULL	3.99158418914943	2.49497217344682
记者	4368	6524	2805	917	1411	NULL	5.45835067269886	4.51559171681371
四叶草	4361	45695	7445	11368	25341	NULL	5.42347021313729	3.56372571615994
悬疑	4339	528	2897	154	574	NULL	4.66100509126713	3.42055946087866
吃鸡	4325	242414	16001	53041	42227	NULL	6.31110242214681	5.06271014096935
办公用品	4315	1934	4143	545	974	NULL	5.2846135398979	4.53950353215303
售后	4300	42133	5620	25154	13020	NULL	7.09562151524177	6.84869926042433
债券	4298	819	3172	311	545	NULL	4.94251857650375	4.09130910285216
潜力股	4297	1743	5279	231	380	NULL	4.85056126143847	4.60466688039576
狗狗	4291	15378	6294	5665	13983	NULL	6.00475465348046	5.95253038659973
钢结构	4268	5200	9302	5393	6967	NULL	5.80318961338377	5.29354369245627
吐槽	4261	33155	4773	2793	11152	NULL	6.76827701982971	6.41560867095931
耽美	4255	5455	12510	3902	4778	NULL	6.43429321795058	4.92005722949933
人像	4252	1529	4814	356	924	NULL	5.30473562793391	4.42996754685899
南浮	4239	16	4315	1	8	NULL	0	0
设备	4224	37950	8423	18069	34451	NULL	7.0185284629492	6.15050675247211
厨师	4223	22766	14379	37168	44649	NULL	6.50039854907844	5.97135511365142
名家	4223	1639	2004	496	752	NULL	5.75815363391474	5.03145358021884
健康及社会服务	4213	1	3891	NULL	NULL	NULL	NULL	NULL
it	4764	38748	9600	16823	13600	NULL	6.83753873525015	6.25306482445707
刷单	4205	14468	6702	2673	5965	NULL	6.27431138813873	5.54740667895399
准妈妈	4199	6770	5129	962	7595	NULL	4.97923967430415	4.828143123132
车友会	4171	40312	10276	39957	18118	NULL	7.54134516677121	6.47183458948339
香水	4163	4757	2497	854	1185	NULL	5.95765991426379	4.88550785041152
死神	4157	27891	2896	3444	2109	NULL	6.67965075341642	5.24214032650253
私募基金	4118	578	3320	326	612	NULL	4.80430201261651	4.17773147843626
直播	4100	51294	9960	31329	48738	NULL	6.96221416450281	6.54320156211088
美白	4096	4372	3166	860	2124	NULL	5.22419189007162	4.05457729144803
邓丽君	4089	275	1904	272	284	NULL	4.93829735314144	4.33983058123873
作业	4087	97054	2420	8127	16245	NULL	6.91331779741568	6.0743552474999
心理	4069	31755	4028	4797	5617	NULL	6.88935292508299	6.17360492339705
次新股	4042	348	5198	176	372	NULL	4.50726363740926	4.4458399595118
易烊千玺	4033	10214	12076	6586	6863	NULL	5.16528920167332	2.81459964041106
火锅	4024	14876	2504	2741	3336	NULL	6.57029293733579	5.5050391375217
陪玩	4018	1488	358	802	1283	NULL	5.25926583309201	4.15501122036794
新媒体	4018	13106	4909	1916	1762	NULL	6.16500026997558	5.71455962889943
常识	4016	2526	3030	230	1664	NULL	4.9042600638063	4.27121555948194
jazz	4140	1760	2054	417	394	NULL	5.60595994749076	4.0006460789954
绿化	4004	3614	5759	2285	3688	NULL	5.84866326244919	4.90026027944434
休闲娱乐	3996	30013	7666	9827	18265	NULL	6.23477388422339	6.34794245815839
php	4843	26780	7416	2635	9033	NULL	5.56742352299221	5.18557902757442
一起疯起玩	3989	NULL	NULL	NULL	NULL	NULL	NULL	NULL
淘宝客	3963	5596	5571	1992	3403	NULL	5.93875215747482	5.37017707502217
给排水	3956	2832	7815	1094	1490	NULL	5.48758147131904	4.56318881906564
分售服务	3938	1	4028	NULL	NULL	NULL	NULL	NULL
美国	3931	18974	2535	4073	10311	NULL	7.09031391935942	6.31966098917878
深圳	3915	113712	10404	95748	62095	NULL	7.46967746973582	7.4763189940066
地下城与勇士	3912	46348	13718	1557	3887	NULL	5.11077405890421	4.12313281278461
牛市	3911	2264	5374	719	1864	NULL	5.55713918879384	4.92803961771105
r&b	38	NULL	67	27	50	NULL	4.24874231228876	2.36060911398924
填志愿	3904	236	1731	20	78	NULL	3.54723276035923	1.79175946922805
合同	3899	9045	5868	1462	3351	NULL	6.2362393990707	5.57628946399338
留学	3895	8666	2470	2345	3289	NULL	6.01972352559703	5.25724256165933
文学	3890	21286	6986	4356	8375	NULL	6.95848099498475	5.91456716664031
女人	3883	162113	4564	29330	30331	NULL	5.71478109278401	4.36446438416276
王者	3877	364903	9174	111171	75308	NULL	7.03232163149451	5.79807388627296
国产	3867	8937	2509	2082	4960	NULL	6.52885257397948	5.67994915226984
二手房	3867	4106	5216	3296	4970	NULL	6.00838648410658	5.71967100506113
听力	3861	2997	868	648	598	NULL	5.82731184434026	4.60919531462905
西餐	3860	2280	1913	1005	1083	NULL	5.50597174511981	4.77139988878946
证券公司	3846	301	2784	15	266	NULL	2.81194774435428	1.94591014905531
媒体	3845	12741	5970	3586	6311	NULL	6.22836300834374	5.63880451367642
邮件营销	3838	117	4071	65	132	NULL	3.24296972495059	2.37059887987768
k线	4288	2446	6013	1092	1802	NULL	5.62852429220212	5.17849851497905
福彩3d	4002	9698	1994	1418	4291	NULL	5.00995965545279	3.90529682030162
王源	3821	16944	9051	6915	9523	NULL	5.21674640129198	3.16357114440203
经济	3763	46986	2812	5443	13725	NULL	6.85439120092103	5.98843991477454
结构	3758	9194	6834	2553	3626	NULL	6.22747741124114	5.23612266829521
淘宝购物	3753	11538	7166	6172	8725	NULL	5.64286147179757	4.51873104052131
甜品	3747	2587	1797	778	967	NULL	5.78903068008751	4.83066047798621
营销	3739	57811	6420	12685	16649	NULL	7.11519375635886	6.88593873794585
穿越火线手游版	3726	8193	268	41	787	NULL	2.49052579092384	1.38629436111989
房贷	3722	1440	7369	1384	2821	NULL	4.05878440162662	4.09280708845678
家具生活	3710	45	3189	5	10	NULL	1.83102048111352	1.6094379124341
园林	3709	14326	7592	3787	4057	NULL	6.53912628544762	5.67704887995711
逆战	3699	34303	7720	10354	7625	NULL	6.16336940620433	5.32365590065288
园艺	3695	6146	2906	1527	1217	NULL	6.30282407635023	5.22113357995339
免单	3694	7020	8734	4216	8251	NULL	5.64776219995922	4.73509903540257
散户集中营	3684	356	5359	231	146	NULL	4.98451782766109	4.80817247120661
财富	3653	43308	2750	10555	17056	NULL	6.88330892332421	6.26367326556552
银行理财产品	3648	32	2330	7	35	NULL	2.24503527412618	1.5498260458782
灵异	3637	2798	3178	1936	2409	NULL	6.11017346879973	4.85182688883647
跑步	3631	16106	7473	9351	21328	NULL	6.25430507057523	5.43193870514924
筹码	3614	2739	4127	568	2663	NULL	5.18281356948167	4.89783177920127
腐男	3612	826	4077	73	1237	NULL	4.49185362047121	1.84036966408531
黑马牛股	3608	950	5459	845	1752	NULL	4.8647187694751	5.44734124650921
平板电脑	3602	988	3595	589	1385	NULL	5.11275974112152	4.47059387685006
波浪理论	3593	261	4127	115	249	NULL	4.54551195697843	4.11573382308162
售前	3589	2993	4454	732	841	NULL	5.63497585177334	4.91720518748876
财经	3581	24102	2674	3540	3269	NULL	6.55641341017961	6.09784071382339
抢红包	3581	29817	5886	8926	15290	NULL	5.64459292673618	5.32026370617737
学霸	3574	47697	2172	4892	4249	NULL	6.27714838324632	5.1806560924483
淘宝刷销量	3571	1510	2014	824	2561	NULL	3.47071432760068	2.37560518420627
qq批量建群	3570	38	NULL	1	1	NULL	0	0
分分彩	3565	1516	359	100	159	NULL	3.9960169339315	2.40395870397319
互助	3562	47746	6567	13566	43081	NULL	7.42826573865401	7.10027241729683
沥青	3557	2643	5884	1367	2229	NULL	5.43676479021691	4.69540419744226
斗图	3548	29125	10167	8438	27234	NULL	6.08030205093349	4.98478458088399
建群软件	3546	8	NULL	NULL	NULL	NULL	NULL	NULL
淘宝特价	3541	10599	2140	4896	3465	NULL	5.22381798972889	3.21407739825976
白菜	3532	16266	7286	9376	8871	NULL	6.19568409138279	5.23193458019862
帅哥美女	3528	59885	5717	17286	47365	NULL	5.53673637105407	6.20589010543948
男神	3513	49797	5832	7893	6296	NULL	6.48063643189678	4.95454747953379
十字绣	3513	1721	2207	816	1087	NULL	5.32596058650133	4.72428651530561
川菜	3502	1513	2648	1863	1529	NULL	5.19798271531559	4.01983084660429
家常菜	3482	692	1987	276	349	NULL	4.81186511046869	3.872513844856
seo	4128	5465	6306	2776	5576	NULL	5.78229051665167	5.16331734324557
可爱	3481	301920	2920	17024	43035	NULL	6.574903182413	6.41490959422432
象棋	3480	3883	2688	2338	2442	NULL	6.09083639033757	5.96562296319097
广州	3470	94108	8004	64517	43804	NULL	7.65508902441152	7.52313798873783
javascript	3986	1028	5295	236	870	NULL	4.56678950837921	3.70578143294457
同在广东	3458	20	4758	NULL	40	NULL	NULL	NULL
营养	3434	11236	2641	2505	5120	NULL	6.35067265047571	5.37347048745611
房产	3422	18287	5077	9254	11184	NULL	6.78475095645715	6.17403651152874
老师	3407	222243	2478	19419	62764	NULL	7.31497222762117	6.51479507774005
会计	3405	77170	9398	28495	23911	NULL	6.76571366525159	6.29161806588918
老司机	3397	41483	6583	15558	16529	NULL	6.33613843608225	6.16821524785666
逗逼	3396	38498	2313	4782	3669	NULL	6.4104888639168	5.27591966152243
产权	3388	1946	5267	1279	1518	NULL	4.61529522915303	3.77735494650228
工程师	3388	6849	3787	4688	7420	NULL	6.04952744043473	5.44987813862673
私房菜	3387	690	1784	214	169	NULL	5.47911512259526	4.3194821280575
鲜花园艺	3381	3	2725	2	1	NULL	1.6094379124341	0.693147180559945
在线佰傢樂	3369	NULL	3240	NULL	NULL	NULL	NULL	NULL
预测	3357	11805	1983	3934	7829	NULL	6.0740360180563	5.19157899813728
美发	3349	10863	3971	6356	6342	NULL	6.32380739316669	5.48780116810903
中考	3348	43332	5677	6102	7865	NULL	6.06665202891464	5.38693307036789
武侠	3342	3401	2999	1194	2284	NULL	5.79737643296557	4.99554933303977
维修	3340	38254	5701	21075	42861	NULL	6.8719216829827	6.10958796924234
规划	3332	24352	5520	3444	5932	NULL	6.59463942817432	6.04108898506452
家具	3331	18722	6652	11053	14524	NULL	6.5688890450904	5.92936639654165
球球大作战	3320	25064	7251	16033	7443	NULL	5.50087101457263	4.6188682780227
面膜	3311	8413	2894	1681	3558	NULL	6.22127767539472	4.91204771060591
抄底	3306	1795	3678	758	1227	NULL	5.41030946740119	4.9129090369723
计算机	3278	61869	4250	11367	8889	NULL	6.48027959116763	5.74232359517117
坐骑	3256	871	2845	122	1128	NULL	4.94185925655223	3.83280308870206
斗破苍穹	3244	9886	890	1630	1137	NULL	5.83431509220044	4.64816358396698
美女学妹	3232	77	1	15	3	NULL	2.62171336599307	2.55323700299371
宠物用品	3229	818	3068	531	819	NULL	5.13364725504519	4.22201583046923
孕妇	3229	3284	6225	1249	2623	NULL	5.43381546996774	4.77030551729057
期权	3225	1469	3116	1347	1893	NULL	5.04618485901572	4.10492358645015
图书音像	3216	42	2715	15	22	NULL	2.9283537338039	2.48832774336859
写真	3214	5289	3661	1263	3582	NULL	5.45890707261536	4.36175739427036
搭配	3203	4355	2501	927	3573	NULL	5.89523706516121	4.69653317514549
首饰	3193	2670	2562	1558	2533	NULL	5.72792982474763	4.91651707176526
暖通	3191	2754	6432	2198	2222	NULL	5.6776906958025	4.89091423756825
志愿者	3186	46384	4061	8672	8971	NULL	7.03241642535378	6.13017281932475
情侣	3186	36905	3422	6874	11061	NULL	6.61954785352578	5.67074971624086
电商	3185	46224	6525	12884	12611	NULL	7.19334558905208	6.72711275843807
企业家	3184	3009	1789	1150	1523	NULL	5.67599454956114	5.56099634873087
口试	3182	186	562	18	14	NULL	3.48301573370716	2.65932269770952
开心就好	3180	62654	3649	7474	24593	NULL	5.84263890220946	5.57100146842517
辅助	3169	37318	8481	24987	29750	NULL	6.74187338518376	6.06931783326141
花呗	3169	4985	3410	2281	2397	NULL	5.45619140411018	4.28702408916381
周边	3168	20070	2713	5648	29920	NULL	7.14504529871527	6.45441240893618
圣斗士星矢	3166	2663	918	233	252	NULL	4.57518708555494	3.46137596109767
车友	3160	29868	6866	8913	32797	NULL	7.2663914967247	6.56648905059411
两性	3160	1273	2436	338	382	NULL	4.28130701402207	3.44731800580921
虚拟产品	3158	76	2658	17	45	NULL	3.25956933443224	2.33837170480357
射击	3151	1340	2160	337	664	NULL	5.54026985724263	4.64126869713883
找对象	3148	9886	5107	2365	11148	NULL	5.40125964125718	4.78531044040397
格斗	3141	3548	1970	1531	1716	NULL	5.77060812963168	4.56466091219859
足球推荐	3134	2266	2914	645	389	NULL	5.10642617022615	4.59841341652874
现货白银	3131	5313	4122	1854	2870	NULL	4.66885011812048	4.07941787522641
奶粉	3128	5827	2802	1830	2673	NULL	6.05733264225348	5.11676528704209
车位	3125	1991	4652	978	1638	NULL	5.65879061129511	4.72894325411399
大神	3120	78400	6261	11879	55806	NULL	6.76287179844013	5.88259874800749
京东	3120	23365	8331	15090	17272	NULL	6.60136101073191	5.63757384123869
生长发育	3117	158	2216	35	138	NULL	3.40508431699977	2.24350951472483
.net	3346	23478	4246	1597	13612	NULL	6.03931380609289	5.01211966789494
建筑	3090	56356	9350	28587	31753	NULL	6.85210844203713	6.31538442635671
金融服务	3081	1963	3375	685	871	NULL	5.38272785950998	4.97647432848496
销售	3078	108574	6834	39467	82814	NULL	7.36623919868306	6.55516472588993
bieber	3079	409	1356	158	108	NULL	3.8618225848578	1.50016381638746
理科综合	3067	58	1762	25	6	NULL	3.59537895670073	2.04319187054512
韩国	3064	19980	2431	5137	10025	NULL	6.75592945762658	6.10532975945654
资源共享	3062	45729	7199	16464	50280	NULL	6.6183428826182	6.74452783269577
批发	3059	65364	7527	61605	67592	NULL	7.61379623720473	6.88008442297288
交通运输	3056	2628	4325	572	419	NULL	5.5241941376656	4.95061663300331
婚庆	3043	11296	5755	14990	15166	NULL	6.29407697381905	5.82572877016811
竞价	3042	2178	4841	1238	2132	NULL	5.40866880071667	4.81297071774466
马尔代夫	3042	675	2058	202	317	NULL	4.93568520980419	3.84959728744799
日本	3039	20667	3082	5116	11149	NULL	6.93880724947128	6.11299630591218
搏击	3039	2589	2423	1130	1212	NULL	5.59817923777795	4.16930266913206
白菜价	3019	5619	5970	2879	5751	NULL	5.54696152634578	4.60780965015939
时时彩计划群	3016	3188	867	272	214	NULL	4.45471419024628	3.27912869108958
钻石	3015	19373	2595	5145	8698	NULL	6.88718190787741	6.03534214211997
词汇	3004	2019	676	228	1548	NULL	5.4245639296977	4.1738939113091
环保	2994	24989	4410	7560	15274	NULL	6.88623754966387	6.247978983094
运势	2983	360	1463	88	376	NULL	4.71085789075675	2.95097931675794
出国	2969	5197	1645	2017	2936	NULL	5.75221435819174	5.5824664372437
围棋	2963	3321	2114	1412	1559	NULL	6.21889089114618	5.62122684701299
